id,english,status
10220464,"Traditionally, the patty goes between the hamburger buns.",error
10220475,From this point outdoor footwear is prohibited.,error
10220478,From this point onward outdoor footwear is prohibited.,error
10220480,"You know timing is important, right?",error
10220481,Timing is important.,error
10220487,Tom has a man-bun.,error
10220489,Approximately how many kanji do you know?,error
10220492,Approximately what number of kanji do you know?,error
10220497,Approximately how many kanji do you remember?,error
10220498,Tom got into a drunken bar brawl and had to defend himself with a shot glass and a bar stool.,error
10220513,You did pretty well for a first-timer.,error
10220609,"Tom has a ""don't rock the boat"" policy.",error
10220610,"Tom has a rule of ""not rocking the boat"".",error
10220612,"Tom has a doctrine of ""not rocking the boat"".",error
10220615,"Tom has a ""one must not do things"" policy.",error
10220633,"When you put a Christmas tree on the top of your car, you need to bind it with twine to make sure it stays there while you drive.",error
10220638,"There was a chandler making candle, When he them stript, he did them handle.",error
10220655,Tom is sitting in a restaurant.,error
10220663,Tom is truly free from inhibition.,error
10220664,Tom is truly a free spirit.,error
10220696,War should be avoided at all costs.,error
10220733,Ask yourself whether you did everything to reach your goal.,error
10220758,Tom went to Australia to learn French.,error
10220762,The goal of my content is always to entertain.,error
10220771,She told her that he was right.,error
10220772,He told him that she was right.,error
10220781,She told her that it would rain all day.,error
10220804,I couldn't tell her what I wanted.,error
10220903,"That universe does have people of different names, it's just that those with the names of Tom, Mary, John, and Alice get noticed the most.",error
10220918,Every mention of Tatoeba is a reminder to Tom about how his life will never be truly complete.,error
10221009,Tell them I love him.,error
10221031,"""What nationality were our neighbors?"" ""Paraguayan.""",error
10221053,Or don't you want to?,error
10221106,The line is barely moving.,error
10221107,Avocado skin is green.,error
10221110,Lack of money is not a problem for me.,no_translation
10221112,Three robbers broke into my neighbour's deli last night.,no_translation
10221129,You're the boss now.,no_translation
10221146,Tom's blood is type A.,no_translation
10221150,"The cemetery walls were demolished, so that it could be expanded.",no_translation
10221177,I insert it.,no_translation
10221178,I need to be with my parents.,no_translation
10221180,The beast is dead. The venon is gone.,no_translation
10221184,"Speaking of which; I've been eating nothing but pasta since yesterday, haven't I?",no_translation
10221219,Thou shall not speak evil of thy neighbor.,no_translation
10221221,When was the last time you tried talking to her?,no_translation
10221224,He thinks I should be done with it.,no_translation
10221225,They went over there.,no_translation
10221226,I need to try doing something.,no_translation
10221237,It's pretty dark out here.,no_translation
10221238,Do you think Tom and Mary are related?,no_translation
10221243,I will grow the crop.,no_translation
10221246,The was no dish on the table.,no_translation
10221250,"I visited him in October, as he wished.",no_translation
10221255,Where did you learn Swedish?,no_translation
10221257,We were swimming in the sea.,no_translation
10221270,To Hell with that!,no_translation
10221271,It's a great privilege being with you tonight.,no_translation
10221272,I'm in a bad spot. It seems like everything has gone wrong this week.,no_translation
10204406,Ziri turned the game off.,no_translation
10209299,When did Tom buy this brolly?,no_translation
10209349,Ziri is prepared.,no_translation
10209377,Ziri understands.,no_translation
10209436,Ziri is a gardener.,no_translation
10220214,I'm not able to remove the indigo dye in my hair!,no_translation
10220327,"If you have free time, watch this for a little while.",no_translation
10220329,"If you have spare time, watch this for a little while.",no_translation
10220380,"In preparation, clean the bath and fill it.",no_translation
10220381,"In preparation, clean and fill the bath tub.",no_translation
10220384,"In preparation, clean and run a bath.",no_translation
10220456,The photo editor includes a feature which allows users to add a blur effect to images.,no_translation
10220457,"Tom's face was blurred out in the interview, but you could still tell it was him because of his distinctive voice.",no_translation
10220461,"According to the law in this country, minors' faces have to be blurred out in the news, even if they're accused of committing serious crimes.",no_translation
10220464,"Traditionally, the patty goes between the hamburger buns.",no_translation
10220475,From this point outdoor footwear is prohibited.,no_translation
10220478,From this point onward outdoor footwear is prohibited.,no_translation
10220513,You did pretty well for a first-timer.,no_translation
10220610,"Tom has a rule of ""not rocking the boat"".",no_translation
10220612,"Tom has a doctrine of ""not rocking the boat"".",no_translation
10220615,"Tom has a ""one must not do things"" policy.",no_translation
10220633,"When you put a Christmas tree on the top of your car, you need to bind it with twine to make sure it stays there while you drive.",no_translation
10220638,"There was a chandler making candle, When he them stript, he did them handle.",no_translation
10220733,Ask yourself whether you did everything to reach your goal.,no_translation
10220758,Tom went to Australia to learn French.,no_translation
10220762,The goal of my content is always to entertain.,no_translation
10220771,She told her that he was right.,no_translation
10220772,He told him that she was right.,no_translation
10220781,She told her that it would rain all day.,no_translation
10221106,The line is barely moving.,no_translation
10221107,Avocado skin is green.,no_translation
10221110,Lack of money is not a problem for me.,no_translation
10221112,Three robbers broke into my neighbour's deli last night.,no_translation
10221177,I insert it.,no_translation
10221178,I need to be with my parents.,no_translation
10221180,The beast is dead. The venon is gone.,no_translation
10221184,"Speaking of which; I've been eating nothing but pasta since yesterday, haven't I?",no_translation
10221219,Thou shall not speak evil of thy neighbor.,no_translation
10221221,When was the last time you tried talking to her?,no_translation
10221224,He thinks I should be done with it.,no_translation
10221225,They went over there.,no_translation
10221250,"I visited him in October, as he wished.",no_translation
10221255,Where did you learn Swedish?,no_translation
10221257,We were swimming in the sea.,no_translation
10221270,To Hell with that!,no_translation
10221271,It's a great privilege being with you tonight.,no_translation
10221294,Have you ever told Mary you love her?,no_translation
10221297,Now I must leave you for a while.,no_translation
10221301,It just won't happen.,no_translation
10221306,Bring your own lawn chair.,no_translation
10221313,It would've been a stupid idea to do that.,no_translation
10221314,The Canadian women's soccer team won the gold medal.,no_translation
10221320,Try to find her.,no_translation
10221321,Try to find hair.,no_translation
10221322,Tom is probably willing to do that.,no_translation
10221323,"Fortunately, it was just a misunderstanding.",no_translation
10221324,We'll let you know the result in a week.,no_translation
10221325,The profession is complex.,no_translation
10221331,"I hate you, yet I love you.",no_translation
10221332,I would like to see you again.,no_translation
10221333,I kind of understand.,no_translation
10221334,I kind of get it.,no_translation
10221335,I get the gist of it.,no_translation
10221336,If I was twenty years old I would be able to vote.,no_translation
10221337,I'll come by tomorrow.,no_translation
10221338,He is loved by his people.,no_translation
10221346,Keno baked cookies for Tom.,no_translation
10221347,Why aren't you shutting up?,no_translation
10221348,I got leg cramps.,no_translation
10221349,I'm eating a mushroom.,no_translation
10221350,If I had any money I'd give it to him.,no_translation
10221351,Go eat!,no_translation
10221357,She gave a forced laugh.,no_translation
10221358,Ever since that day he hasn't greeted me once.,no_translation
10221359,I am old. I can't run a lot.,no_translation
10221360,I'll eat my raspberries.,no_translation
10221361,I'll finish my raspberries.,no_translation
10221362,We can never really get rid of that feeling of guilt.,no_translation
10221366,I think it would be wise to wait a while longer.,no_translation
10221367,She became fat.,no_translation
10221368,Are you driving to Belgium?,no_translation
10221369,Jim's father is home late.,no_translation
10221370,We're going to school by train.,no_translation
10221371,We go to school by train.,no_translation
10221372,Act like nothing's wrong.,no_translation
10221373,Did I talk about money?,no_translation
10221381,He gestured triumphantly.,no_translation
10221382,What is the name of Senegal's capital?,no_translation
10221383,"I swear, he's a genius!",no_translation
10221385,You became black.,no_translation
10221386,I went to São Paulo.,no_translation
10221392,This is a Canadian flag.,no_translation
10221393,Give him a beating!,no_translation
10221394,Give him a good thrashing!,no_translation
10221396,Give him a good beating!,no_translation
10221405,But I cannot ignore his warning.,no_translation
10221406,We've only got tea.,no_translation
10221408,He's consoling his mother.,no_translation
10221409,All the boys were in love with Julia.,no_translation
10221417,I will fight until the end.,no_translation
10221418,Do you plan to visit Australia someday?,no_translation
10221419,I'm not an adult. I just look like one.,no_translation
10221420,Is this the solution?,no_translation
10221429,Going on walks makes one hungry and thirsty.,no_translation
10221430,Let us remain polite!,no_translation
10221431,You need to motivate yourself.,no_translation
10221432,But what's even the point?,no_translation
10221443,Watermelon season is starting soon.,no_translation
10221444,The car is dented.,no_translation
10221445,The car has a dent.,no_translation
10221446,I hid my money.,no_translation
10221450,His name is known by everyone in the city.,no_translation
10221451,It'll be prettier when it's done.,no_translation
10221453,A very important topic got brought up during the meeting.,no_translation
10221454,Is her head red?,no_translation
10221455,Maria is stripping in a pub.,no_translation
10221456,Maria is stripping in some pub.,no_translation
10221457,Maria is busy stripping in some pub.,no_translation
10221463,Have you got a longer ladder?,no_translation
10221464,Do you have a longer ladder?,no_translation
10221465,She loved them all.,no_translation
10221466,How long of a break are workers entitled to?,no_translation
10221468,Can you fill in the missing words in this sentence?,no_translation
10221469,"His car handles very well, despite being old.",no_translation
10221476,You can continue learning the language over the internet.,no_translation
10221477,Maria wore a long black dress.,no_translation
10221478,Maria was wearing a long black dress.,no_translation
10221479,True greatness has nothing to do with looks!,no_translation
10221487,"""Do you know a secret?"" ""I do, but sadly I can't tell it.""",no_translation
10221488,Now I will take over his business.,no_translation
10221489,"Maria, please tell me the truth.",no_translation
10221490,I want you to wait until Tom arrives.,no_translation
10221491,So this is the village where my father was born.,no_translation
10221502,I am so happy to be working with you.,no_translation
10221503,I am so happy to be working with you guys.,no_translation
10221504,Would you like for me to visit you?,no_translation
10221513,They're listening to the radio.,no_translation
10221514,He sings better than his sister.,no_translation
10221515,A lot of accidents took place in that spell of rain.,no_translation
10221529,I'm waiting for the arrival of a friend.,no_translation
10221530,I feel a burning in my stomach.,no_translation
10221531,She respects nothing.,no_translation
10221534,Let's listen to him.,no_translation
10221535,The wall will be three meters high.,no_translation
10221537,Reload the gun.,no_translation
10221545,Do you live on the other side?,no_translation
10221547,You're not worth our trust.,no_translation
10221550,I was skiing.,no_translation
10221551,I would like for you to do it yourself.,no_translation
10221552,The cookie is too sweet.,no_translation
10221553,The cookie is overly sweet.,no_translation
10221554,"First, we need to look at ourselves.",no_translation
10221556,A year has four seasons.,no_translation
10221568,You spat.,no_translation
10221613,"Back in my day, we respected our elders, because there were only two of them.",no_translation
10221619,"To this day, I still don't know how I should have reacted to a task so beyond my capabilities.",no_translation
10221620,The rain will be heavy at times.,no_translation
10221621,The rain will be occasionally heavy.,no_translation
10221622,"We had a pleasant stay, but unfortunately it rained now and then.",no_translation
10221623,I quit at everything. I don't even finish...,no_translation
10221624,We can't just stand idly by.,no_translation
10221625,"Our problem is not ignorance, but indolence.",no_translation
10221626,"Things took their course, and he stood idly by.",no_translation
10221632,"My kid keeps asking me for food, even though I fed him just a week ago.",no_translation
10221633,The night was calm.,no_translation
10221635,The book was still lying there yesterday.,no_translation
10221636,The book was still there yesterday.,no_translation
10221638,Mary's house lay hidden in a peach grove.,no_translation
10221642,"The traffic lights were on amber, so we stopped.",no_translation
10221643,"Tom was an accomplished poet writing in French; when he spoke, however, no one could understand him on account of his strong accent.",no_translation
10221644,"Tom was an accomplished poet writing in French, but when he spoke, no one could understand him because he had a strong accent.",no_translation
10221645,Tom roared his football team on from the sofa as the match was broadcast.,no_translation
10221646,Tom cheered his team on from the sofa as the football was broadcast.,no_translation
10221647,"""These letters still need to be proofread."" ""Tom can do that."" ""The boss only trusts you in these matters, Mary. You know that.""",no_translation
10221648,"""These letters still need proofreading."" ""Tom can do that."" ""The boss only trusts you with these things, Mary. You know that.""",no_translation
10221656,She knows the names of all the customers.,no_translation
10221657,She knows all the customers by name.,no_translation
10221658,He's the young man who painted this picture.,no_translation
10221659,How long was he away?,no_translation
10221667,Satoko invited her friends to her party.,no_translation
10221668,The article talks about something else entirely.,no_translation
10221669,"Tom and Mary met at a party, and it was love at first sight.",no_translation
10221670,Where are we going for lunch?,no_translation
10221688,Call me as soon as you're on my street.,no_translation
10221692,Ziri is watching.,no_translation
10221693,Ziri is filming.,no_translation
10221695,Ziri is reading.,no_translation
10221696,Ziri is eating.,no_translation
10221701,Ziri is listening.,no_translation
10221702,Ziri is writing.,no_translation
10221703,Ziri is praying.,no_translation
10221704,Ziri is speaking.,no_translation
10221705,Thanks for worrying.,no_translation
10221706,Ziri is dreaming.,no_translation
10221714,Ziri has a tattoo.,no_translation
10221715,Ziri had a beard.,no_translation
10221716,Ziri is engaged.,no_translation
10221717,Ziri got engaged.,no_translation
10221718,Ziri is dead broke.,no_translation
10221719,Stop that talk.,no_translation
10221720,Isn't Ziri romantic?,no_translation
10221721,"Marry me, Rima.",no_translation
10221725,Ziri is in there.,no_translation
10221726,Ziri wants a bachelor party.,no_translation
10221727,Ziri will miss Rima.,no_translation
10221728,"Ziri will miss Rima, too.",no_translation
10221729,Ziri had a bachelor party.,no_translation
10221730,Ziri played the piano.,no_translation
10221731,Ziri is rehearsing.,no_translation
10221732,Ziri is on the case.,no_translation
10221741,Ziri is singing.,no_translation
10221742,Thanks for keeping me in your thoughts.,no_translation
10221750,Ziri is OK with this.,no_translation
10221755,Ziri was my baby.,no_translation
10221756,Ziri wanted ice cream.,no_translation
10221757,Ziri wants ice cream.,no_translation
10221758,Ziri was drinking tea.,no_translation
10221759,Ziri missed the train.,no_translation
10221767,Ziri is Rima's groom-to-be.,no_translation
10221768,Ziri shaved.,no_translation
10221769,Ziri kissed Rima all the time.,no_translation
10221770,"Let's go find it, Ziri.",no_translation
10221771,Ziri kissed his mom.,no_translation
10221779,Ziri will do that.,no_translation
10221780,Ziri will do this.,no_translation
10221781,Ziri knows what this is.,no_translation
10221782,Ziri gave Rima a pen.,no_translation
10221783,Ziri sits there.,no_translation
10221785,Ziri sits here.,no_translation
10221793,Ziri wore a pink T-shirt.,no_translation
10221795,Rima wore a blue dress.,no_translation
10221797,Ziri is just trying to help Rima out and all he's getting from her is attitude.,no_translation
10221798,Ziri doesn't have a problem.,no_translation
10221799,Rima has blue dresses.,no_translation
10221800,Ziri has got a big sister.,no_translation
10221804,Ziri is a communist.,no_translation
10221805,Ziri was a communist.,no_translation
10221806,Ziri is interested in communism.,no_translation
10221809,Ziri is one of my friends from the club.,no_translation
10221810,Tom finished reading a book and went for a walk.,no_translation
10221811,Ziri doesn't worry about that.,no_translation
10221812,Ziri can't do that.,no_translation
10221824,Ziri left his seat.,no_translation
10221829,Ziri wants to go to college.,no_translation
10221831,Ziri has a rare disease.,no_translation
10221832,Ziri got back to his studies.,no_translation
10221833,Ziri went to his apartment.,no_translation
10221834,Ziri went back to his apartment.,no_translation
10221835,I'll contact you soon.,no_translation
10221836,Ziri appreciated what Rima did for him.,no_translation
10221837,Ziri isn't scared of that guy.,no_translation
10221846,Ziri lost his freedom.,no_translation
10221847,Ziri messed up.,no_translation
10221856,Ziri is gonna be just fine.,no_translation
10221857,"Ziri loves Rima, too.",no_translation
10221858,You're overthinking it.,no_translation
10221859,Ziri is crying.,no_translation
10221866,Ziri doesn't like Rima.,no_translation
10221867,Ziri is writing a novel.,no_translation
10221868,Ziri is writing a short story.,no_translation
10221869,Is Ziri asleep?,no_translation
10221876,Ziri checked his list.,no_translation
10221885,Rima is an exotic dancer.,no_translation
10221892,Ziri wants love.,no_translation
10221896,I'd be happy to do it.,no_translation
10221902,Ziri and Rima raised no fools.,no_translation
10221904,Ziri decided to do this.,no_translation
10221905,Ziri lost his dad.,no_translation
10221906,Ziri lost his mom.,no_translation
10221907,Ziri died young.,no_translation
10221915,Ziri is done talking.,no_translation
10221916,Ziri is done typing.,no_translation
10221917,I have to get ready for school.,no_translation
10221924,Ziri and Rima were having sex in the bathroom.,no_translation
10221925,Ziri was under arrest.,no_translation
10221926,Ziri is in the big house.,no_translation
10221927,Know your place.,no_translation
10221928,Ziri wants to show Rima something.,no_translation
10221936,Ziri is a homo.,no_translation
10221937,Ziri hates peanut butter.,no_translation
10221938,Ziri gave Rima money to go shopping.,no_translation
10221942,Ziri has some important things to do.,no_translation
10221943,Ziri drove all the way to Algiers.,no_translation
10221944,Ziri fed the dog.,no_translation
10221954,Mary was wearing a long black dress.,no_translation
10221955,Ziri is our baby.,no_translation
10221956,Ziri was my son-in-law.,no_translation
10221957,Ziri started his career in 2004.,no_translation
10221958,Do understand the position you're in.,no_translation
10221959,Ziri is very talented.,no_translation
10221960,Ziri was amazing.,no_translation
10221968,Ziri is here to perform.,no_translation
10221969,Ziri is here to fix the stove.,no_translation
10221970,Ziri is here to cook.,no_translation
10221978,"I wonder, do they enjoy teasing juniors?",no_translation
10221979,Ziri reserved four seats.,no_translation
10221980,Ziri is having lunch.,no_translation
10221987,Ziri likes that food.,no_translation
10221988,Ziri said he liked the food.,no_translation
10221989,God bless Ziri.,no_translation
10221990,Ziri was watching a sitcom.,no_translation
10221991,Ziri is watching his favorite sitcom.,no_translation
10221992,It's Ziri's birthday party.,no_translation
10221999,Ziri is not Rima's boyfriend.,no_translation
10222000,Ziri was evicted.,no_translation
10222001,Ziri will be evicted.,no_translation
10222006,Ziri wore a stupid costume.,no_translation
10222007,Ziri is in danger.,no_translation
10222020,Ziri saw a giant spider in the backyard.,no_translation
10222021,Ziri scared Rima so bad.,no_translation
10222026,Ziri isn't available.,no_translation
10222027,Ziri was available.,no_translation
10222028,Ziri doesn't have a lot of time.,no_translation
10222029,Ziri is not here.,no_translation
10222030,Ziri says he's not here in Algiers.,no_translation
10222031,Ziri got evicted.,no_translation
10222032,Ziri got Rima evicted.,no_translation
10222040,Ziri has what it takes.,no_translation
10222041,Ziri was born in April.,no_translation
10222042,Ziri was raised in Algiers.,no_translation
10222043,Rima is just the woman Ziri was looking for.,no_translation
10222051,Ziri wants sex.,no_translation
10222084,Ziri didn't touch Rima.,no_translation
10222085,Ziri never touches Rima.,no_translation
10222096,Ziri was tough.,no_translation
10222110,Where is Ziri sleeping?,no_translation
10222111,Ziri is the one who cost Rima her new car.,no_translation
10222112,Ziri told us what was going on.,no_translation
10222113,Ziri has got nowhere else to stay.,no_translation
10222114,Ziri slept in the guest room.,no_translation
10222122,Ziri missed that episode.,no_translation
10222124,Ziri doesn't want to miss that episode.,no_translation
10222125,Ziri is so handsome.,no_translation
10222127,Ziri is the special guy in Rima's life.,no_translation
10222138,Ziri knew Rima wanted to kiss him.,no_translation
10222140,Ziri knew Rima wanted to talk to him.,no_translation
10222141,Ziri is going to Anguilla.,no_translation
10222142,Ziri got rid of that.,no_translation
10222144,Ziri bought Rima a box of chocolates.,no_translation
10222150,Ziri sent Rima a box of chocolates.,no_translation
10222152,Ziri sent Rima divorce papers.,no_translation
10222153,Ziri enjoyed the chocolate.,no_translation
10222154,Ziri ate Rima's box of chocolates.,no_translation
10222156,Ziri sends Rima boxes of chocolates and flowers.,no_translation
10222157,Ziri got rid of those pics.,no_translation
10222168,Ziri was eating macaroni.,no_translation
10222169,Ziri was eating pizza.,no_translation
10222171,Ziri found this at the mall.,no_translation
10222172,Ziri bought this at the mall.,no_translation
10222180,Ziri is a cold-hearted jerk.,no_translation
10222181,Ziri eats junk food.,no_translation
10222182,Ziri is chewing.,no_translation
10222183,Ziri is serving food to customers.,no_translation
10222193,Ziri looks like a redneck.,no_translation
10222194,Rima wore high-heel shoes.,no_translation
10222195,Ziri tried some new shoes.,no_translation
10222196,Ziri bought new shoes.,no_translation
10222201,Ziri thought Rima was right.,no_translation
10222202,"You don't need to thank me, Ziri.",no_translation
10222203,Ziri will rock Rima's world.,no_translation
10222204,Ziri needs Rima's advice.,no_translation
10222205,That's not Ziri's problem.,no_translation
10222206,Ziri met Rima at the office today.,no_translation
10222207,Ziri told her.,no_translation
10222212,What does Ziri do?,no_translation
10222213,What's Ziri's job?,no_translation
10222214,What's Ziri's occupation?,no_translation
10222215,Ziri smells funny.,no_translation
10222216,Ziri and Rima got back together.,no_translation
10222217,Ziri asked Rima about Yazid.,no_translation
10222219,Ziri was rhyming his words.,no_translation
10222264,Ziri wants to fuck Rima.,no_translation
10222268,Rima is beautiful.,no_translation
10222270,Ziri is Rima's date.,no_translation
10222279,Ziri hid under Rima's bed.,no_translation
10222280,"Someday, Ziri will see Rima with Yazid.",no_translation
10222281,"Someday, Ziri will catch Rima cheating.",no_translation
10222282,Ziri is the third most important person here.,no_translation
10222283,Ziri is number four.,no_translation
10222288,Ziri has lost his job permanently.,no_translation
10222289,Ziri has lost his job to a Eastern European chick.,no_translation
10222290,Ziri is supposed to be supportive.,no_translation
10222292,Ziri was escorted to his car by stadium security.,no_translation
10222293,Ziri has a cavity.,no_translation
10222294,Ziri says he has a cavity.,no_translation
10222301,Ziri has guests.,no_translation
10222303,Ziri wasted a lot of time.,no_translation
10222305,Ziri needs to take a closer look.,no_translation
10222306,Ziri is just that kind of man.,no_translation
10222307,Ziri said it was just a joke.,no_translation
10222308,Ziri looks disgusting.,no_translation
10222309,Ziri is in your office.,no_translation
10222315,Ziri has good intuitions.,no_translation
10222316,Ziri has nothing to worry about.,no_translation
10222317,Ziri works on weekends.,no_translation
10222318,This is Ziri's fault.,no_translation
10222319,Ziri pushed Rima to date Yazid.,no_translation
10222320,Ziri has been searching for Rima.,no_translation
10222321,What took Ziri so long?,no_translation
10222329,Ziri went to the stadium.,no_translation
10222330,Ziri isn't even on Rima's team.,no_translation
10222331,Ziri is jealous of his own son.,no_translation
10222332,Ziri is jealous of his children.,no_translation
10222338,Ziri could learn that.,no_translation
10222339,Ziri and Rima are here tonight.,no_translation
10222340,It's Ziri's turn.,no_translation
10222341,Ziri played poker.,no_translation
10222342,Ziri can play poker.,no_translation
10222349,Ziri is back on the block.,no_translation
10222350,Ziri hangs out with his friends.,no_translation
10222351,Ziri needs to play this somewhere else.,no_translation
10222352,Ziri has got nothing to worry about.,no_translation
10222353,Ziri was rolling on the sand.,no_translation
10222357,Ziri didn't want to hurt Rima.,no_translation
10222358,Something happened between Ziri and Rima.,no_translation
10222360,Ziri has no reason to be jealous of Rima.,no_translation
10222361,Ziri is so right.,no_translation
10222362,Who took that picture of Ziri?,no_translation
10222363,Ziri hated Rima so much.,no_translation
10222364,Ziri hated his stepmother.,no_translation
10222365,Ziri's favorite soap opera starts now.,no_translation
10222369,Ziri is trying to buy a car.,no_translation
10222370,Ziri is a black man.,no_translation
10222371,Ziri has a drivers' license.,no_translation
10222372,Ziri has a license.,no_translation
10222373,Rima pretended she was in labor.,no_translation
10222374,Ziri will go to jail.,no_translation
10222375,Ziri got his license four weeks ago.,no_translation
10222376,Ziri called his lawyer.,no_translation
10222381,Ziri has veto power.,no_translation
10222382,Ziri married Yazid's ex-wife.,no_translation
10222383,Ziri is a gentleman.,no_translation
10222384,Ziri loves all his children.,no_translation
10222385,Ziri is Rima's favorite child.,no_translation
10222386,Ziri is Rima's favorite nephew.,no_translation
10222387,Ziri is Rima's favorite grandson.,no_translation
10222394,Ziri was surfing the web.,no_translation
10222395,Ziri's football career ended.,no_translation
10222396,Ziri feels good now.,no_translation
10222397,Ziri bought a blue T-shirt.,no_translation
10222398,What does Ziri want to say?,no_translation
10222399,Ziri had the chance of his lifetime.,no_translation
10222406,Ziri kicked the vending machine.,no_translation
10222408,Ziri was kicking and punching the vending machine.,no_translation
10222409,Ziri was cursing at the vending machine.,no_translation
10222410,Ziri got four answers wrong.,no_translation
10222414,Ziri passed the road test.,no_translation
10222415,Ziri can't wait to meet Rima.,no_translation
10222416,Ziri wants to hit Rima.,no_translation
10222417,Why would Ziri want to hit Rima?,no_translation
10222418,Ziri is only famous because of something stupid.,no_translation
10222419,Ziri is famous because of that stupid video.,no_translation
10222420,Ziri is making fun of Rima.,no_translation
10222421,Ziri didn't have a great career.,no_translation
10222429,Ziri should have been here ten minutes ago.,no_translation
10222430,Ziri sent an email.,no_translation
10222431,Ziri promised he would come by tomorrow.,no_translation
10222433,Ziri sent a letter.,no_translation
10222434,Ziri went first.,no_translation
10222435,Ziri came first.,no_translation
10222445,Did Ziri brush his teeth?,no_translation
10222446,Ziri always brushes his teeth after breakfast.,no_translation
10222447,Ziri is on his own now.,no_translation
10222448,Ziri grew up so fast.,no_translation
10222449,Ziri is already a man.,no_translation
10222457,Ziri failed his driving students on purpose.,no_translation
10222459,Ziri was pretty distracted.,no_translation
10222460,Ziri doesn't have a license.,no_translation
10222461,Ziri never drove.,no_translation
10222462,Ziri never drove Rima's car.,no_translation
10222463,Ziri takes his nap at two.,no_translation
10222471,Ziri is gonna be quiet.,no_translation
10222472,Ziri shouldn't be so sensitive.,no_translation
10222473,Ziri is 100% sure.,no_translation
10222474,Ziri is 100% right.,no_translation
10222476,Ziri is one hundred percent right.,no_translation
10222489,Ziri is a drinker.,no_translation
10222491,Ziri is a chain smoker.,no_translation
10222493,Ziri is a big fan of Sean Connery.,no_translation
10222494,Ziri is your number one fan.,no_translation
10222505,Ziri can't do that with Rima.,no_translation
10222506,Ziri warned Rima.,no_translation
10222508,Ziri is great without that.,no_translation
10222510,Ziri is at the grocery store.,no_translation
10222511,Ziri licked his plate.,no_translation
10222513,Ziri sounds like he's four years old.,no_translation
10222514,Ziri does not play with that.,no_translation
10222515,Ziri took an easy test.,no_translation
10222524,Ziri is the best goalie ever.,no_translation
10222526,Ziri is an impostor.,no_translation
10222527,Ziri pretended to be a fan of Sean Connery.,no_translation
10222528,Ziri created a website.,no_translation
10222529,Ziri set up a website.,no_translation
10222533,Ziri means too much to Rima.,no_translation
10222534,Ziri is sitting on a gold mine.,no_translation
10222535,Ziri sold everything he had.,no_translation
10222537,Ziri had a wonderful dinner with Rima.,no_translation
10222539,Ziri is a little uncomfortable talking about that.,no_translation
10222540,Ziri is uncomfortable around Rima.,no_translation
10222541,Ziri hasn't brought that up yet.,no_translation
10222542,Ziri gave the rope to Rima.,no_translation
10222548,Ziri is too big for that.,no_translation
10222549,I'm gonna tell your mother.,no_translation
10222550,"I don't mean any disrespect, Ziri.",no_translation
10222551,"Fuck off, Ziri.",no_translation
10222552,"Go fuck yourself, Ziri.",no_translation
10222553,Ziri is proud of his son.,no_translation
10222554,Ziri stood up for himself.,no_translation
10222558,"Ziri still calls his mother ""Mama.""",no_translation
10222559,Ziri had sex with one of his students.,no_translation
10222560,Where's Ziri's license?,no_translation
10222561,Ziri did everything Rima asked.,no_translation
10222562,Ziri didn't do so well.,no_translation
10222563,Ziri changed the tire.,no_translation
10222564,Ziri changed the tyre.,no_translation
10222565,Ziri had Rima's fingerprints all over his desk.,no_translation
10222577,Ziri and Rima had sex in the attic.,no_translation
10222578,Ziri and Rima were in the kitchen.,no_translation
10222585,Ziri is interested in sports.,no_translation
10222586,Ziri hates arts.,no_translation
10222587,Ziri hates sports.,no_translation
10222589,Ziri caught a big fish.,no_translation
10222590,Ziri wants to go there.,no_translation
10222591,Ziri has got four thousand dinars.,no_translation
10222597,Ziri comes often.,no_translation
10222598,Ziri is having an affair.,no_translation
10222600,Ziri knows what Rima meant.,no_translation
10222601,Ziri is so naive.,no_translation
10222602,Ziri was not condescending.,no_translation
10222603,Ziri is super silly.,no_translation
10222604,"Ziri doesn't even know what ""condescending"" means.",no_translation
10222608,Ziri left work early.,no_translation
10222609,Ziri doesn't believe that crap.,no_translation
10222610,Ziri got off work early.,no_translation
10222612,Ziri gets off work early.,no_translation
10222613,Ziri ate the leftovers.,no_translation
10222615,Ziri served Rima some leftovers.,no_translation
10222616,Ziri is the chef.,no_translation
10222617,Rima is sexy as hell.,no_translation
10222625,Ziri is still upset with Rima.,no_translation
10222631,Ziri is naive and weak.,no_translation
10222632,Ziri won't go talk to Rima.,no_translation
10222633,Ziri is married to that bitch.,no_translation
10222643,The dessert was great.,no_translation
10222646,Ziri was talented.,no_translation
10222648,Ziri is meeting Rima tomorrow.,no_translation
10222650,Ziri has got to wash his hair.,no_translation
10222651,Ziri asked Rima out.,no_translation
10222652,Ziri came here as soon as he could.,no_translation
10222653,Ziri actually left Rima.,no_translation
10222654,Ziri actually hates Rima.,no_translation
10222656,Ziri is so stubborn sometimes.,no_translation
10222665,Ziri has been sick lately.,no_translation
10222666,Ziri doesn't need to be here.,no_translation
10222667,Ziri doesn't need Rima's insults.,no_translation
10222668,Ziri and Rima had a fight.,no_translation
10222669,When did Ziri see Rima?,no_translation
10222670,Ziri's trash is still here.,no_translation
10222678,Ziri and Rima are late.,no_translation
10222679,Ziri has four thousand dinars.,no_translation
10222680,Ziri wants to see them.,no_translation
10222691,This is my Ziri.,no_translation
10222692,Ziri gave Rima a five.,no_translation
10222693,That's Ziri's mother.,no_translation
10222694,Ziri greeted everyone.,no_translation
