id,english,tunisian
10202950,"If I lose, I'm taking you down with me.",إذا نخسر، باش نطيحك معايا.
10202951,"What else did your father say, Tom?",شنوة قال باباك زادة، توم؟
10202952,Come on. Let's do it again.,يلا. خلينا نعملوها مرة أخرى.
10202962,"The boy was three years old in 1999, when they sold him.",الطفل كان عمرو ثلاث سنين في 1999، وقت باعوه.
10202968,"If you're not able to explain something simply, you haven't understood it well enough.",إذا ماكش قادر تفسّر حاجة ببساطة، معناها ما فهمتهاش مليح.
10202982,You haven't said a word since you've returned.,ما قلت حتى كلمة من وقت اللي رجعت.
10203006,I learned to swim by myself.,تعلمت نعوم وحدي.
10203009,"Eugenio, going to the gym doesn't mean taking yourself there and sitting on a bench. It means using the equipment and getting moving!",يا أوجينيو، الذهاب للجيم ما يعنيش إنك تمشي وتقعد على بانكة. يعني إنك تستعمل المعدات وتتحرك!
10203013,"Eugenio didn't like lifting weights or doing sit-ups, or get tired at all, so it was a struggle for his personal trainer to find a way to make him lose weight.",أوجينيو ما كانش يحب يرفع الأثقال ولا يعمل تمارين البطن، ولا يحب يتعب بالكل، فكان صعيب على المدرب الشخصي متاعو يلقى طريقة باش يخليه ينقص في الوزن.
10203017,"After six weeks on a diet, Eugenio hadn't lost a single ounce because he secretly ate candies when he thought that no one was watching, not realizing that he couldn't trick the scales.",بعد ستة أسابيع من الريجيم، يوجينيو ما خسر حتى غرام خاطر كان ياكل في الحلوى بالسر وقت اللي يظن اللي حتى حد ما يشوف فيه، وما كانش واعي اللي ما ينجمش يضحك على الميزان.
10203020,"Eugenio started to realize he had a problem when he started to struggle putting his pants on, because of how fat his legs had gotten. At that point he started taking things more seriously.",إيجينيو بدا يفيق اللي عندو مشكلة وقت اللي بدا يلقى صعوبة باش يلبس سروالو، خاطر ساقيه ولات سمينة برشة. في اللحظة هذيك بدا ياخذ الأمور بجدية أكثر.
10203024,"Eugenio grabbed an ounce of chocolate and looked at it with satisfaction. He was on a diet, but after an hour at the gym, he believed he earned it.",أوجينيو شد أونصة شوكولا و تفرّج فيها برضا. هو كان عامل ريجيم، أما بعد ساعة في الجيم، حسّ روحو يستاهلها.
10203028,Carlos made some impressive graffiti on the front of a restaurant. Since then the restaurant has been flooded with customers and the owner is delighted.,كارلوس عمل جرافيتي هايل قدام مطعم. من وقتها المطعم ولى عامر بالعباد وصاحب المطعم فرحان برشة.
10203039,Nemesio loved to fall asleep to the nightly lullaby of the crickets' summer chirping.,نيميسيو كان يحب ينعس على نغمة زقزقة الجرايد في الصيف.
10203042,"If you invite them, they will ruin the party.",إذا تعزموهم، باش يخربو الحفلة.
10203083,There's a better way to word this.,فمّا طريقة خير باش تعبّر على هاذا.
10203087,The lunar eclipse will be total from approximately 21:30 to 23:10.,الخسوف القمري باش يكون كلي تقريباً من 21:30 حتى لـ 23:10.
10203133,The book was so good I read it three times.,الكتاب كان هايل قريتو ثلاث مرات.
10203242,She always had a liking for round numbers.,ديما كانت تحب الأرقام المدورة.
10203243,She always had a predilection for round numbers.,ديما عندها ميل للأرقام المدورة.
10203245,Make sure the insect mesh is covering the window so we won't get any wee beasties coming in.,تأكد اللي الشبكة متاع الحشرات مغطية الشباك باش ما يدخلوش الحشرات الصغار.
10203248,Make sure that the insect mesh is on the window so that no insects can get in.,تأكد اللي الشبكة متاع الحشرات موجودة على الشباك باش ما يدخل حتى حشرة.
10203250,"At a distance of four point two light years, Proxima Centauri is the nearest star to our Sun.",على بعد أربعة فاصلة اثنين سنة ضوئية، بروكسيما سنتوري هو أقرب نجم لشمسنا.
10203251,"Many astronomers assume that Proxima Centauri, the nearest star to the Sun, is part of the binary system Alpha Centauri.",برشا فلكيين يفترضوا اللي بروكسيما قنطورس، أقرب نجم للشمس، هو جزء من النظام الثنائي ألفا قنطورس.
10203252,We are supposed to love everyone.,من المفروض نحبّو الناس الكل.
10203253,"Proxima Centauri is a red dwarf, as the smallest active stars are called.",بروكسيما سنتوري هو قزم أحمر، كيما يسميو أصغر النجوم النشيطة.
10203254,We are supposed to love everybody.,المفروض نحبوا الناس الكل.
10203255,Thanks very much for looking over my sentences.,برشا شكر على مراجعة جُملي.
10203256,Thank you very much for checking my sentences.,برشا شكر على تفقد جُملي.
10203257,"""Where are my glasses?"" ""On the end of your nose.""",&#34;وين نظاراتي؟&#34; &#34;في آخر خشمك.&#34;
10203258,"""Where are my glasses?"" ""You've got them on your nose.""",&#34;وين نظاراتي؟&#34; &#34;راهم فوق خشمك.&#34;
10203259,"""Where are my glasses?"" ""They're on the end of your nose.""",&#34;وين نظاراتي؟&#34; &#34;هُمّا في آخر خشمك.&#34;
10203260,"It's just us here. So, what have you got to tell me?",احنا برك هوني. هاو، شنوّة عندك باش تقولي؟
10203262,"No one's here but us. So, what is it that you want to say?",ما فما حد هنا كان احنا. هاو، شنوّة اللي تحب تقول؟
10203263,We've got to move faster.,لازم نسرعو شوية.
10203264,You need to move faster.,يلزمك تتحرك أسرع.
10203265,They've got to move faster.,لازم يسرّعوا.
10203267,They need to move quicker.,يلزمهم يتحركوا أسرع.
10203270,You've got to move faster.,يلزمك تتحرك أسرع.
10203273,Tom can't stop sticking his oar into every conversation.,توم ما ينجمش يبطل يحشر خشمو في كل حديث.
10203274,The dictionary doesn't list all possible combinations. There are far too many.,القاموس ما يذكرش كل التركيبات الممكنة. فما برشة برشة.
10203275,A few Renaissance paintings adorn the walls of this room.,بعض اللوحات من عصر النهضة يزينو حيطان هالغرفة.
10203276,She had left the room in a flash.,هي خرجت من الغرفة في لمح البصر.
10203277,She was out of the room in a flash.,خرجت من الغرفة في لمح البصر.
10203278,A roofer had to come to repair the storm damage to the roof.,سناي سقف لازم يجي يصلح الضرر اللي عملتو العاصفة في السقف.
10203281,I can't recall a day on which I'd been happier.,ما نجمش نتفكر نهار كنت فيه فرحان أكثر.
10203282,I can't recall a day I'd been happier.,ما نجمش نتفكر نهار كنت فيه فرحان أكثر.
10203283,I can't remember a day I was happier.,ما نجمش نتفكر نهار كنت فيه فرحان أكثر.
10203284,I can't recall a day I was happier.,ما نجمش نتفكر نهار كنت فيه فرحان أكثر.
10203287,I can't think of a day when I'd been happier.,ما نجمش نفكر في نهار كنت فيه فرحان أكثر.
10203288,Don't you think it's a bit far-fetched?,ما تظنش اللي هذي شوية بعيدة على الواقع؟
10203289,Don't you think that's a bit far-fetched?,ما تظنش اللي هاذا شوية مبالغ فيه؟
10203290,The whole meadow is carpeted with fallen apples.,المرج الكل مفروش بالتفاح اللي طاح.
10203292,The whole meadow is strewn with fallen apples.,المرعى الكل معبي بالتفاح اللي طاح.
10203293,The second-hand bookshop was a real treasure trove of old books.,المكتبة اللي تبيع في الكتب المستعملة كانت كنز حقيقي متاع كتب قديمة.
10203295,The antiquarian bookshop was a real treasure trove of old books.,المكتبة القديمة كانت كنز حقيقي متاع كتب قديمة.
10203296,I was suddenly unsure whether I'd locked my car.,فجأة وليت مش متأكد إذا سديت الكرهبة ولا لا.
10203297,I was suddenly unsure if I'd locked my car.,فجأة حسّيت روحي مش متأكّد إذا قفلت الكرهبة ولا لا.
10203298,I decided to go back to check whether I'd locked the door.,قررت نرجع باش نتأكد إذا كنت سديت الباب.
10203299,I decided to go back to see if I'd locked the door.,قررت باش نرجع نشوف إذا كنت سديت الباب.
10203303,I asked Tom to walk me home.,طلبت من توم يوصلني للدار.
10203304,I asked Tom to accompany me on my way home.,طلبت من توم يرافقني في طريقي للدار.
10203305,"With Tom at my side, I had nothing to fear.",مع توم بجنبي، ما عندي ما نخاف.
10203306,"Tom agreed to go with me, so we said goodbye to the others, and went on our way.",توم وافق باش يمشي معايا، قلنا باي باي للباقي ومشينا في طريقنا.
10203309,"Tom, who meanwhile had gone on further, reminded me that he didn't have all night, and urged me to come along.",توم، اللي كان مكمل في طريقو، ذكرني اللي ما عندوش الليل الكل، وقلّي باش نكملو.
10203310,"Tom, who meanwhile had gone further ahead, reminded me that he didn't have all night, and urged me to hurry up.",توم، اللي كان ماشي لقدّام، فكّرني اللي ما عندوش الليل الكل، وقلّي نسرع شوية.
10203312,"Tom led the way, taking such huge strides that I had trouble keeping up with him.",توم كان قدامي، ياخذ في خطوات كبار لدرجة إني لقيت صعوبة باش نلحق بيه.
10203313,"Tom marched on, taking such huge strides that I had trouble keeping up with him.",توم كان يمشي بخطوات كبيرة لدرجة إني لقيت صعوبة باش نلحق بيه.
10203314,On several occasions I almost slipped on the icy paths.,في برشا مناسبات قريب نطيح في الطرقات المثلجة.
10203315,Tom strode ahead with strides so big that I had trouble keeping up with him.,توم كان يمشي بخطوات كبيرة لدرجة إني لقيت صعوبة باش نلحق بيه.
10203316,Someone has to put an end to this dog's torment.,لازم حد يحط حد لعذاب هالكلب.
10203317,You go ahead while I wait here.,إنتي كمل وإلا نمشي وأنا نستنى هوني.
10203318,You just go ahead while I wait here.,إنتي برّا قدّام وأنا نستنى هوني.
10203319,"Though she disagreed with the argument, she did not let it be known.",بالرغم اللي هي ما كانتش موافقة مع الحجة، ما خلتش حد يعرف.
10203320,"Though she disagreed with the argument, she didn't let it be known.",بالرغم اللي هي ما كانتش موافقة مع الحجة، ما خلتش حد يعرف.
10203321,"She disagreed with the argument, but she didn't make this public.",هي ما كانتش متفقة مع الحجة، أما ما صرحتش بهذا علناً.
10203323,"Though she disagreed with the argument, she didn't make this known.",بالرغم اللي هي ما كانتش موافقة مع الحجة، ما بينتش هذا.
10203324,"Though she disagreed with the argument, she didn't say so publicly.",بالرغم اللي هي ما كانتش موافقة مع الحجة، ما قالتش هكا في العلن.
10203328,Our telly conked out yesterday.,التلفزة متاعنا عطلت البارح.
10203329,Our telly packed up yesterday.,التلفزة متاعنا عطلت البارح.
10203330,Our television stopped working yesterday.,التلفزة متاعنا بطلت تخدم البارح.
10203331,Our television gave up the ghost yesterday.,التلفزة متاعنا عطلت البارح.
10203332,Give the ball here! You've been hogging it the whole time!,هز الكورة لهنا! إنتي مكمشها طول الوقت!
10203334,"""Thank you for the nice compliment,"" she said, pleased.",&#34;شكراً على المجاملة اللطيفة&#34;، قالت وهي فرحانة.
10203336,I'm asking you not to phone me again.,نطلب منك ما تعاودش تكلمني.
10203337,I'm asking you not to ring me any more.,نطلب منك ما تعاودش تكلمني.
10203339,Let's face facts: it's impossible. We'll never manage it.,خلينا نواجهو الحقائق: مستحيل. عمرنا ما باش ننجمو نعملوها.
10203342,One of her quirks is that she finds numbers divisible by five particularly pleasing.,حاجة من الحاجات اللي تميزها هي إنها تلقى الأرقام اللي تقسم على خمسة مزيانين برشة.
10203347,"I know I'm late, but I've got a good excuse.",نعرف روحي تأخرت، أما عندي عذر باهي.
10203348,"I know that I'm late, but I have a good excuse.",نعرف روحي تأخرت، أما عندي عذر باهي.
10203349,Tom has been sober for three years.,توم عندو ثلاث سنين وهو مقلع على الشراب.
10203350,Tom has been on the wagon for three years.,توم عندو ثلاث سنين وهو مقلع على الشراب.
10203353,"May I get past, please?",نجم نعدي، عافاك؟
10203354,"Could I get by, please?",نجم نعدي، عافاك؟
10203355,"Could I come by, please?",نجم نجي، عافاك؟
10203356,"Could I get past, please?",نجم نعدي، عافاك؟
10203357,"Could I come past, please?",نجم نعدي من فضلك؟
10203358,"May I come past, please?",نجم نعدي، عافاك؟
10203360,I didn't read all Tom's messages.,ما قريتّش كلّ ميساجات توم.
10203361,"These trousers don't fit me, I'm afraid. Could I please change them?",هذوما السراول ما يجيونيش، نخاف. نجم نبدلهم؟
10203362,I haven't read all Tom's messages.,ما قريتش كل ميساجات توم.
10203363,I didn't read all of Tom's messages.,ما قريتّش كلّ المساجات متاع توم.
10203364,The situation is more than tense.,الوضعية أكثر من متوترة.
10203365,The situation is beyond tense.,الوضعية ولات ما تتوصفش.
10203366,This stretch of motorway has no speed limit.,هالمقطع من الأوتوروت ما فيه حد للسرعة.
10203368,There's no speed limit on this stretch of motorway.,ما فماش حد للسرعة في هالطريق السريعة.
10203369,This stretch of the Autobahn has no speed limit.,هالمقطع من الأوتوبان ما فيه حد للسرعة.
10203370,There's no speed limit on this stretch of the Autobahn.,ما فماش حد للسرعة في هالجزء من الأوتوبان.
10203371,The reward is five per cent.,المكافأة خمسة في المية.
10203373,Please enter your name in the record of attendance.,برجاء دخل اسمك في سجل الحضور.
10203374,Please put your name down on the attendance list.,برجولك حط اسمك في قائمة الحضور.
10203375,I want to make sure I'm understanding this right.,نحب نتأكد اللي فهمت هاذا صحيح.
10203377,"On Sundays, Tokyo's streets are full.",نهار الأحد، شوارع طوكيو معمّرة.
10203378,The streets of Tokyo are packed on Sundays.,شوارع طوكيو معمّرة بالعباد نهار الأحد.
10203379,Tokyo's streets are packed on Sundays.,شوارع طوكيو معمّرة بالعباد نهار الأحد.
10203380,"After dinner, we all go into the living room.",بعد العشاء، الكل يمشي للصالون.
10203382,"After dinner, we're all going into the living room.",بعد العشاء، الكل باش يمشي للقعدة.
10203383,"After tea, we're all going into the living room.",بعد ما نشربو التي، الكلنا باش نمشيو للصالون.
10203386,Have you been working long as a doctor?,هلّك برشة تخدم طبيب؟
10203387,Have you been working as a doctor for long?,هلّك برشة تخدم طبيب؟
10203388,Have you been a doctor for long?,هلّك برشة وقت طبيب؟
10203389,I had no idea you were such a good cook.,ما كنتش نعرف اللي إنت طباخ شاطر هكة.
10203390,I had no idea you could cook so well.,ما كنتش نعرف اللي تنجم تطيب هكة مليح.
10203392,Have any of you got a pair of headphones with you?,هل عند حد فيكم كاسك معاه؟
10203393,Do any of you have a pair of headphones with you?,هل عندكم حد فيكم عندو كاسك معاه؟
10203394,The Sack of Rome took place in 1527.,نهب روما صار في عام 1527.
10203395,You have to adapt to the situation.,يلزمك تتأقلم مع الوضع.
10203396,You need to adapt to the situation.,يلزمك تتأقلم مع الوضعية.
10203401,I'm thinking of getting a dog.,نفكر باش نجيب كلب.
10203402,I'm considering getting a dog.,نفكّر باش نجيب كلب.
10203404,I'm thinking about getting a dog.,نفكر باش نجيب كلب.
10203405,We base our hypotheses on the fact that nothing is faster than light.,نأسّسو فرضيّاتنا على الحقيقة اللي تقول ما فما شي أسرع من الضوّ.
10203406,I had to conclude he was right.,كان لازم نستنتج اللي هو عندو الحق.
10203407,I had to admit he was right.,كان لازم نعترف اللي هو كان عندو الحق.
10203408,"At dusk, a neighbour walked by with his dog and waved at Tom through the window.",وقت الغروب، جار عدى بكلبه و شاور لتوم من الشباك.
10203431,Did you really get fired?,بالحق طردوك من الخدمة؟
10203505,He promised he wouldn't die.,وعد اللي ما يموتش.
10203509,"How could Tom be a retired dentist, as shown in sentence #2957020, when it's already been revealed way back in sentence #1026235 that he died at a young age?",كيفاش توم يكون طبيب سنان متقاعد، كيف ما مبين في الجملة رقم 2957020، وهو راهو تم كشف في الجملة رقم 1026235 اللي مات وهو صغير؟
10203517,Tom got out of bed on the wrong side and he's been grumpy all day.,توم قام من الفراش على الجهة الغالطة وكان معكر طول النهار.
10203535,"I'm a duck, quack. I speak English, quack.",أنا بطة، كواك. نحكي إنجليزي، كواك.
10203538,Looks like you missed your Spanish lesson again. You know what happens now!,يظهرلي غبت على درس الإسبانية متاعك مرة أخرى. تعرف شنو يصير توة!
10203539,Not every sentence referring to Tom is actually canon to his universe.,موش كل جملة تحكي على توم تكون فعلاً جزء من عالمو.
10203540,"Last time I saw Tom, he was married and had brown hair. Now he's a blond five-year-old, and I'm just confused on how that could ever happen.",آخر مرة شفت فيها توم، كان متزوج وعندو شعر بني. توة هو شقرو عمرو خمس سنين، وأنا حاير كيفاش هالحاجة صارت.
10203541,Not even the fourth wall will save you from Tom's true power.,حتى الحاجز الرابع ما ينجمش ينقذك من القوة الحقيقية متاع توم.
10203542,"In one universe, Tom uses clones to achieve whatever he wants. In another, he just managed to live a full life. And in another, Tom didn't even exist at first, but started to become real in people's minds as they kept telling fictional stories about him.",في كون واحد، توم يستعمل النسخ باش يحقق اللي يحب عليه. في كون آخر، هو برك نجح باش يعيش حياة كاملة. وفي كون آخر، توم ما كانش موجود في الأول، أما بدا يولي حقيقي في عقول الناس كيما يواصلوا يحكوا حكايات خيالية عليه.
10203543,I have over thirty tabs open in my browser right now.,عندي أكثر من ثلاثين تاب محلولين في البراوزر متاعي تاو.
10203544,Tom told Mary that he believed in her.,توم قال لماري اللي هو يآمن بيها.
10203545,"Pamela was pretty shocked when Tom told her about how their lives were being dictated by evil writers, but was even more surprised when she found out she wasn't even a main character in that universe!",باميلا تصدمت برشا كي قالها توم كيفاش حياتهم قاعدة تتحدد من كتّاب شريرين، أما تصدمت أكثر كي اكتشفت اللي هي حتى مش شخصية رئيسية في الكون ذاك!
10203546,"Based on how much Mary, John, and Alice have also done in their small lives, it's probable that while they were still alive, one of Tom's clones gave the three access to the cloning machine without the real Tom knowing.",على خاطر شنو عملو ماري، جون، و أليس في حياتهم الصغيرة، من المحتمل إنه وقت اللي كانو مازالو عايشين، واحد من نسخ توم عطاهم الثلاثة فرصة يستعملو آلة الاستنساخ من غير ما يعرف توم الحقيقي.
10203547,Why does Tom have to make everything about himself?,علاش توم لازم يعمل كل شي على روحو؟
10203552,"If everyone I've ever known is named Tom, Mary, John, or Alice, then why is my name Bob?",إذا كان كل الناس اللي عرفتهم في حياتي اسمهم توم، ماري، جون، ولا أليس، علاش اسمي بوب؟
10203553,Tom stopped at the red light.,توم وقف في الضو الأحمر.
10203554,Tom stopped at the stop sign.,توم وقف عند علامة الوقوف.
10203556,"As of Wednesday, 71.4% of Canadians had received at least one dose, with 57.6% having received two doses.",إبتداءً من نهار الأربعا، 71.4% من الكنديين خذوا على الأقل جرعة وحدة، و57.6% منهم خذوا زوز جرعات.
10203557,"All vaccines being used in Canada—Pfizer, Moderna and AstraZeneca—require two doses.",جميع التلاقيح المستعملة في كندا - فايزر، موديرنا وأسترازينيكا - يلزمهم جرعتين.
10203559,"""All politicians of all stripes, in terms of major political parties, and even minor political parties, have been supportive of the vaccination program. And within the next couple of weeks, 80% of eligible Canadians aged 12 and up will be doubly vaccinated,"" Conway said.",قال كونواي: &#34;كل السياسيين من جميع الأطياف، سواء من الأحزاب السياسية الكبرى وحتى الأحزاب السياسية الصغرى، كانوا داعمين لبرنامج التلقيح. وفي غضون الأسبوعين القادمين، 80% من الكنديين المؤهلين اللي أعمارهم 12 سنة فما فوق باش يكونوا ملقحين بجرعتين.&#34;
10203562,Katie Ledecky of the U.S. became the first swimmer to win a gold medal in the 800-meter freestyle in three consecutive Olympics.,كاتي ليديكي من أمريكا ولات أول سبّاحة تربح ميدالية ذهبية في سباق 800 متر حرّة في ثلاث دورات أولمبية متتالية.
10203567,"After going to three different stores, Tom finally found what he was looking for.",بعد ما مشى لثلاثة محلات مختلفة، توم لقى في الأخير الحاجة اللي كان يدور عليها.
10203568,Tom signed up for a class for beginners.,توم سجل في كلاس للمبتدئين.
10203570,Never say that again.,ما تعاودش تقولها.
10203571,Tom and Mary gradually started spending more and more time together.,توم وماري بدوا بشوية بشوية يقضيو وقت أكثر مع بعضهم.
10203572,Tom and Mary gradually started spending more time together.,توم وماري بدوا بشوية بشوية يقضيو وقت أكثر مع بعضهم.
10203575,Tom tried to keep his balance on the slackline.,توم حاول يحافظ على توازنو فوق السلاكلاين.
10203576,Tom is balancing on a slackline.,توم قاعد يوازن على الحبل المرخي.
10203583,Tom yelled at me for doing that.,توم عيّطلي خاطر عملت هكا.
10203587,"Tom said that if I invited Mary, he wouldn't come.",توم قال اللي كان نعزم ماري، هو ما يجيش.
10203590,Why would I not have a refrigerator?,علاش ما عنديش ثلاجة؟
10203686,I apologize for that!,نعتذر على ذلك!
10203687,"If you knew you were going to be stranded on a desert island, what three things would you bring?",إذا كنت تعرف اللي باش تلقى روحك في جزيرة صحراوية، شنوما الثلاث حاجات اللي باش تجيبهم معاك؟
10203690,Tom fell over the cliff.,طوم طاح من فوق الجرف.
10203691,We often eat out on Monday evenings.,ديما ناكلو برا ليلة الاثنين.
10203692,We were here about three years ago.,كنا هنا من حوالي ثلاث سنين.
10203693,I'd love to fish with Tom again.,نحب نصيد مع توم مرة أخرى.
10203694,Am I being toxic?,هل أنا سام؟
10203695,I'll see you in another lifetime.,نشوفك في حياة أخرى.
10203696,"To help me learn French, I watch all my movies in French with French subtitles.",باش نعاون روحي نتعلم الفرنسية، نتفرج في كل الأفلام متاعي بالفرنسية مع الترجمة بالفرنسية.
10203705,"Before making important decisions, Tom always consults his astrologer.",قبل ما ياخذ قرارات مهمة، توم ديما يستشير العراف متاعو.
10203711,Tom told Mary that he'd never eat any wild mushroom.,توم قال لماري اللي عمره ما ياكل فطر بري.
10203713,"Tom, my feet are freezing. Please get me my slippers.",توم، ساقي بردو برشا. بالله جيبلي الشبشب متاعي.
10203727,I don't know why I like it. I just do.,ما نعرش علاش نحبها. هكاكة برك.
10203728,"I'm a living, breathing sentence generator.",أنا مولّد جمل حيّ ونتنفّس.
10203731,I don't like dancing in front of other people.,ما نحبش نرقص قدام الناس.
10203737,"The older Tom gets, the more he looks like his father.",كل ما يكبر توم، كل ما يولي يشبه لبوه.
10203750,I had everything.,كان عندي كل شي.
10203752,"The older Tom gets, the more like his father he becomes.",كل ما يكبر توم، كل ما يولّي يشبه لبوه.
10203755,I had everything I needed.,كان عندي كل شي نحتاجه.
10203776,This man has well-developed calves.,هالرجل عندو ساقين مزيانين.
10203777,Don't say that my calves are fat!,ما تقولش اللي ساقيّ معبّين!
10203780,She's been unable to play since January because of a torn calf muscle.,هي ما نجمتش تلعب من جانفي خاطر عندها تمزق في عضلة الساق.
10203781,She wore a calf-length skirt.,لبست جيبة طولها للركبة.
10203782,I tore a calf muscle.,قطعت عضلة الساق.
10203792,Tom spent the night in the lifeboat and was rescued in the morning.,توم قضى الليل في قارب النجاة و تم إنقاذه في الصباح.
10203803,His house is on the outskirts of the city.,دارو في أطراف المدينة.
10203868,I'll get back to you later.,نرجعلك من بعد.
10203899,I'll get back to you right away.,باش نرجعلك توّا.
10203968,I will measure your blood pressure.,باش نقيسلك الضغط متاع الدم.
10204004,Nobody enlightened Tom.,ما حد فهّم طوم.
10204012,Did Tom buy anything for you?,توم شرا لك حاجة؟
10204015,I would be happy to do it.,نكون فرحان باش نعملها.
10204016,I will happily do it.,بكل فرح نعملها.
10204023,Tom lost all his dignity.,توم خسر كرامتو الكل.
10204026,How many Kanji did you learn?,قداه من كانجي تعلمت؟
10204028,How many Chinese characters did you learn?,قداه من حرف صيني تعلمت؟
10204029,Tom has fussy tastes.,توم ذوقه صعيب.
10204030,Tom has fussy tastes in food.,توم ذوقو صعيب في الماكلة.
10204031,Tom has very particular tastes.,توم عندو ذوق خاص برشة.
10204032,Tom has annoying tastes in food.,طوم عندو ذوق مزعج في الماكلة.
10204033,Tom has tastes in food that are difficult to cater for.,طوم عندو ذوق في الماكلة صعيب باش ترضيه.
10204034,"Society is unfair, isn't it?",المجتمع موش عادل، موش هكا؟
10204035,Isn't society unfair?,موش المجتمع ظالم؟
10204036,"You know, society is unfair, isn't it?",تعرف، المجتمع موش عادل، موش هكة؟
10204037,Society is unfair!,المجتمع موش عادل!
10204038,If we are talking about tennis you can leave that to me!,إذا كنا نحكيو على التنس، خليها عليا!
10204039,You can entrust the tennis to me!,تنجم تعهدلي بالتنس!
10204041,I can be entrusted with the tennis!,نجم نكون محل ثقة في التنس!
10204042,Leave the tennis to me!,خلّي التنس عليّ!
10204043,I will deal with the tennis!,باش نتكفل بالتنس!
10204044,Did you not understand me?,ما فهمتنيش؟
10204045,Was I misunderstood?,هل أنا تفهمت غلط؟
10204046,Was I not understood?,ما تفهمتش؟
10204047,"If it's OK, I would be happy to do it.",إذا كان عادي، نحب نعملها.
10204051,Do you enjoy being unkind to everyone?,تحب تكون قاسي مع الناس الكل؟
10204052,Do you enjoy being mean to everyone?,تحب تكون قاسي مع الناس الكل؟
10204054,Do you enjoy being unkind to people?,تحب تكون قاسي مع الناس؟
10204055,Do you enjoy being mean to people?,تحب تكون قاسي مع الناس؟
10204169,It is forbidden to go to the house.,ممنوع تمشي للدار.
10204177,Ziri owns himself.,زيري يملك روحو.
10204179,"As Algeria's population increases, the demand for land increases.",كيما يزيد عدد السكان في الجزائر، يزيد الطلب على الأراضي.
10204180,They filmed the documentary in the wilds of Algeria.,صوروا الوثائقي في براري الجزائر.
10204183,We're so far apart.,احنا بعاد برشة.
10204219,You are the king of your house.,إنت ملك دارك.
10204220,Mow your lawn.,قص العشب متاعك.
10204221,Wash your dishes.,نظّف المواعن متاعك.
10204222,Wear your glasses.,لبس نضاراتك.
10204223,Scratch your butt.,حكّ سروالك.
10204224,Eat your cake.,كل الكيكة متاعك.
10204225,Drink your juice.,اشرب عصيرك.
10204240,Ziri is non-religious.,زيري ما عندوش ديانة.
10204246,Ziri lived on a quiet street.,زيري كان ساكن في شارع هادي.
10204247,The price was unbeatable for Ziri.,السوم كان ما يتغلبش لزيري.
10204248,Ziri and Rima worked the same job.,زيري وريما خدموا نفس الخدمة.
10204249,Ziri quickly figured that out.,زيري فهمها بسرعة.
10204250,Ziri's house was abandoned.,دار زيري كانت مهجورة.
10204251,Ziri noticed this before.,زيري لاحظ هاذا قبل.
10204252,Ziri never protested.,زيري عمره ما احتج.
10204253,Ziri didn't approach them.,زيري ما قربلهمش.
10204254,Ziri was a very interesting hippyish kind of guy.,زيري كان نوع من الناس الهيبيين اللي يثيروا الاهتمام برشة.
10204255,Ziri was really weird.,زيري كان غريب برشة.
10204256,Ziri was fun to talk to.,زيري كان ياسر مزيان نحكيو معاه.
10204257,Ziri doesn't remember.,زيري ما يتفكرش.
10204258,Ziri doesn't drink.,زيري ما يشربش.
10204259,Ziri stopped smoking.,زيري بطّل يڨدّد.
10204260,Ziri felt a little tingle at his stomach out of shock.,زيري حسّ بوخزة صغيرة في كرشه من الصدمة.
10204261,"Ziri looked at me, confused.",زيري شاف فيا، حاير.
10204262,Ziri saw that.,زيري شاف هكا.
10204263,Ziri looked out the window immediately.,زيري شاف من الشباك دغري.
10204264,Ziri said the shape disappeared before I could see it.,زيري قال الشكل اختفى قبل ما نجم نشوفه.
10204265,Ziri saw the red eyes in the dark.,زيري شاف العيون الحمرا في الظلام.
10204266,Ziri believed me.,زيري صدقني.
10204267,Ziri saw Rima watching TV.,زيري شاف ريما تتفرج في التلفزة.
10204268,Ziri wouldn't answer.,زيري ما حبش يجاوب.
10204269,Ziri left.,زيري مشى.
10204270,Ziri owned a katana.,زيري كان عندو كاتانا.
10204271,Ziri went across the street.,زيري عدى للشارع.
10204272,Ziri saw what was going on.,زيري شاف شنو صاير.
10204273,This is Ziri's natural response to the situation.,هذيكة ردة الفعل الطبيعية متاع زيري على الوضعية.
10204274,Ziri entered the house.,زيري دخل للدار.
10204275,Ziri had a flashlight.,زيري كان عندو فلاش.
10204276,Ziri's house was dusty.,دار زيري كانت معبّية غبرة.
10204277,Ziri's house was disturbingly creepy.,دار زيري كانت تخوف برشة.
10204279,Ziri's house is pathetically small like our own.,دار زيري صغيرة برشا كيف دارنا.
10204280,Ziri lives on the first floor.,زيري يسكن في الطابق الأول.
10204281,Ziri checked the upstairs.,زيري شاف الفوق.
10204282,Why the fuck would Ziri do that?,علاه زيري يعمل هكا؟
10204283,Ziri heard rapid stomping upstairs.,زيري سمع دقداق سريع الفوق.
10204284,Ziri was the first to flee.,زيري كان الأول اللي هرب.
10204285,Ziri ran back to the house.,زيري جرى للدار.
10204286,Ziri ran back into the house.,زيري جرى و دخل للدار.
10204287,Ziri didn't know what to do.,زيري ما كانش يعرف شنوّة يعمل.
10204289,Ziri decided not to call the police.,زيري قرر ما يتصلش بالبوليس.
10204290,The location is just too inconvenient for Ziri.,المكان موش مناسب برشة لزيري.
10204291,Ziri left the following day.,زيري مشى النهار اللي بعدو.
10204292,Ziri doesn't really know why.,زيري ما يعرفش علاش بالضبط.
